Title,Course Price,Subscribers,Reviews Left,Length,Percent of Reviews
Zend Framework 2: Learn the PHP framework ZF2 from scratch,40,723,130,6.5 hours,"['631754', 'Zend Framework 2: Learn the PHP framework ZF2 from scratch', 'https://www.udemy.com/zend-framework-2-from-beginner-to-professional/', 'TRUE', '40', '723', '130', '37', 'All Levels', '6.5 hours', '2015-11-11T18:55:45Z']"
Improved SEO with Rich Snippets and MicroData,Free,11026,228,1 hour,"['142666', 'Improved SEO with Rich Snippets and MicroData', 'https://www.udemy.com/improved-seo-with-rich-snippets-and-microdata/', 'FALSE', 'Free', '11026', '228', '13', 'Intermediate Level', '1 hour', '2014-06-09T10:35:40Z']"
X theme for WordPress: Responsive web design without code!,20,1318,81,7 hours,"['440006', 'X theme for WordPress: Responsive web design without code!', 'https://www.udemy.com/x-theme-for-wordpress-responsive-websites-without-code/', 'TRUE', '20', '1318', '81', '55', 'All Levels', '7 hours', '2015-03-22T22:46:36Z']"
Become a HTML and CSS Developer - Build a Responsive Site,Free,3894,91,2 hours,"['857270', 'Become a HTML and CSS Developer - Build a Responsive Site', 'https://www.udemy.com/learn-to-code-in-html-and-css/', 'FALSE', 'Free', '3894', '91', '29', 'Beginner Level', '2 hours', '2016-05-26T04:46:39Z']"
How to Make a Wordpress Website 2017,Free,12293,235,3 hours,"['370752', 'How to Make a Wordpress Website 2017', 'https://www.udemy.com/wordpress-4-for-beginners/', 'FALSE', 'Free', '12293', '235', '18', 'All Levels', '3 hours', '2015-01-14T22:25:58Z']"
Install Wordpress,20,1447,35,40 mins,"['651990', 'Install Wordpress', 'https://www.udemy.com/learn-how-to-install-wordpress/', 'TRUE', '20', '1447', '35', '7', 'Beginner Level', '40 mins', '2015-11-06T22:04:41Z']"
CSS Specialist: Comprehensive CSS Training,100,487,31,6 hours,"['923146', 'CSS Specialist: Comprehensive CSS Training', 'https://www.udemy.com/css-specialist-comprehensive-css-training/', 'TRUE', '100', '487', '31', '52', 'Beginner Level', '6 hours', '2016-08-08T20:48:38Z']"
Introduction to Laravel 4,Free,9110,411,2.5 hours,"['295843', 'Introduction to Laravel 4', 'https://www.udemy.com/introduction-to-laravel-4/', 'FALSE', 'Free', '9110', '411', '22', 'All Levels', '2.5 hours', '2014-09-12T22:52:21Z']"
Introduction to Elm,Free,1519,28,1 hour,"['1170690', 'Introduction to Elm', 'https://www.udemy.com/introduction-to-elm/', 'FALSE', 'Free', '1519', '28', '20', 'Intermediate Level', '1 hour', '2017-05-15T22:50:07Z']"
Learn to Freelance with People Per hour  (URDU),20,948,48,36 mins,"['603408', 'Learn to Freelance with People Per hour  (URDU)', 'https://www.udemy.com/learn-to-freelance-with-people-per-hour-in-30-minutes/', 'TRUE', '20', '948', '48', '8', 'All Levels', '36 mins', '2015-09-14T21:25:01Z']"
Learn Wordpress 4 from Scratch : Create Awesome Websites,75,2023,8,2 hours,"['578900', 'Learn Wordpress 4 from Scratch : Create Awesome Websites', 'https://www.udemy.com/learn-wordpress-from-scratch-and-create-websites/', 'TRUE', '75', '2023', '8', '25', 'All Levels', '2 hours', '2015-08-13T21:02:21Z']"
Amazon Alexa Development: From Beginner to Intermediate,140,1858,110,2.5 hours,"['997916', 'Amazon Alexa Development: From Beginner to Intermediate', 'https://www.udemy.com/amazon-alexa-development-from-beginner-to-intermediate/', 'TRUE', '140', '1858', '110', '52', 'All Levels', '2.5 hours', '2016-12-03T20:51:00Z']"
The Build a SAAS App with Flask Course,40,2244,365,10 hours,"['856526', 'The Build a SAAS App with Flask Course', 'https://www.udemy.com/the-build-a-saas-app-with-flask-course/', 'TRUE', '40', '2244', '365', '168', 'All Levels', '10 hours', '2016-06-02T19:32:03Z']"
Learn JSON with JavaScript Objects and APIs in 1 hour,95,3619,93,1 hour,"['993146', 'Learn JSON with JavaScript Objects and APIs in 1 hour', 'https://www.udemy.com/json-course/', 'TRUE', '95', '3619', '93', '19', 'Intermediate Level', '1 hour', '2016-10-26T14:19:40Z']"
1 Hour JavaScript,200,22999,602,1 hour,"['63612', '1 Hour JavaScript', 'https://www.udemy.com/1-hour-javascript/', 'TRUE', '200', '22999', '602', '18', 'Beginner Level', '1 hour', '2013-07-04T15:27:02Z']"
Building An E-Commerce Store Using Java Spring Framework,95,2743,589,14.5 hours,"['745468', 'Building An E-Commerce Store Using Java Spring Framework', 'https://www.udemy.com/building-an-e-commerce-store-using-java-spring-framework/', 'TRUE', '95', '2743', '589', '61', 'All Levels', '14.5 hours', '2016-02-01T17:27:04Z']"
Typescript Masterclass & FREE E-Book,150,1229,139,7.5 hours,"['986406', 'Typescript Masterclass & FREE E-Book', 'https://www.udemy.com/complete-typescript-2-course/', 'TRUE', '150', '1229', '139', '108', 'All Levels', '7.5 hours', '2016-11-08T22:57:58Z']"
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,100,3701,508,10.5 hours,"['593544', 'PHP MVC Framework CodeIgniter Tutorial for Beginners Project', 'https://www.udemy.com/php-mvc-framework-codeigniter-tutorial-for-beginners-project/', 'TRUE', '100', '3701', '508', '125', 'All Levels', '10.5 hours', '2015-08-28T00:29:28Z']"
JavaScript - Become Higly Paid Front End Developer,105,710,137,3.5 hours,"['1128560', 'JavaScript - Become Higly Paid Front End Developer', 'https://www.udemy.com/javascript-become-higly-paid-front-end-developer/', 'TRUE', '105', '710', '137', '49', 'Beginner Level', '3.5 hours', '2017-04-17T16:39:08Z']"
Object Oriented Programming (OOP) in PHP - Build An OOP Site,20,6588,721,2 hours,"['242574', 'Object Oriented Programming (OOP) in PHP - Build An OOP Site', 'https://www.udemy.com/object-oriented-programming-in-php/', 'TRUE', '20', '6588', '721', '36', 'All Levels', '2 hours', '2014-06-17T07:34:03Z']"
Beginners Introduction to Web Development,200,7331,55,1.5 hours,"['1109736', 'Beginners Introduction to Web Development', 'https://www.udemy.com/explore-web-development/', 'TRUE', '200', '7331', '55', '18', 'Beginner Level', '1.5 hours', '2017-02-13T17:40:58Z']"
Django + AngularJS for a Powerful Web Application,95,4463,59,5.5 hours,"['982860', 'Django + AngularJS for a Powerful Web Application', 'https://www.udemy.com/django-angularjs/', 'TRUE', '95', '4463', '59', '36', 'Intermediate Level', '5.5 hours', '2016-10-13T17:34:00Z']"
WordPress Academy: Learn WordPress step by step,150,1873,360,7.5 hours,"['859936', 'WordPress Academy: Learn WordPress step by step', 'https://www.udemy.com/wordpress-academy-course/', 'TRUE', '150', '1873', '360', '79', 'Beginner Level', '7.5 hours', '2016-07-12T23:10:02Z']"
Web Development Essential Skills - Complete HTML and CSS,95,1388,11,7 hours,"['532008', 'Web Development Essential Skills - Complete HTML and CSS', 'https://www.udemy.com/complete-html5-css3-course-newbie-to-pro/', 'TRUE', '95', '1388', '11', '58', 'All Levels', '7 hours', '2015-09-29T21:30:21Z']"
Byte-Sized-Chunks: Closures in Javascript,20,1292,2,2 hours,"['783746', 'Byte-Sized-Chunks: Closures in Javascript', 'https://www.udemy.com/closures-in-javascript/', 'TRUE', '20', '1292', '2', '12', 'All Levels', '2 hours', '2016-03-10T19:41:59Z']"
Laravel Account Activation Project,50,1147,19,2.5 hours,"['595818', 'Laravel Account Activation Project', 'https://www.udemy.com/laravel-account-activation-project/', 'TRUE', '50', '1147', '19', '19', 'All Levels', '2.5 hours', '2016-12-07T20:41:15Z']"
WordPress: Create an Amazing Website With Ease,200,1109,13,2.5 hours,"['774910', 'WordPress: Create an Amazing Website With Ease', 'https://www.udemy.com/wordpress-basic-to-advanced-tutorials/', 'TRUE', '200', '1109', '13', '24', 'All Levels', '2.5 hours', '2016-05-03T19:53:12Z']"
Mastering the Google Chrome Developer Tools,20,2002,41,40 mins,"['447136', 'Mastering the Google Chrome Developer Tools', 'https://www.udemy.com/mastering-chrome-developer-tools/', 'TRUE', '20', '2002', '41', '31', 'All Levels', '40 mins', '2015-04-21T16:45:07Z']"
Kali Linux Web App Testing,75,876,48,3 hours,"['525034', 'Kali Linux Web App Testing', 'https://www.udemy.com/kali-linux-web-app-testing/', 'TRUE', '75', '876', '48', '29', 'All Levels', '3 hours', '2015-06-11T18:38:08Z']"
Learn Ruby Programming The Easy Way - Lite,20,1186,12,34 mins,"['769314', 'Learn Ruby Programming The Easy Way - Lite', 'https://www.udemy.com/learn-ruby-programming-the-easy-way-lite/', 'TRUE', '20', '1186', '12', '7', 'All Levels', '34 mins', '2016-02-21T20:31:57Z']"
"Web Scraping with Python, Ruby & import. io",75,973,50,4.5 hours,"['574082', 'Web Scraping with Python, Ruby & import. io', 'https://www.udemy.com/web-scraping-with-python-ruby-import-io-for-fun-profit/', 'TRUE', '75', '973', '50', '46', 'All Levels', '4.5 hours', '2015-08-09T22:16:41Z']"
Sending email with PHP: from Basic to Advanced,40,379,58,2 hours,"['770526', 'Sending email with PHP: from Basic to Advanced', 'https://www.udemy.com/php-email/', 'TRUE', '40', '379', '58', '45', 'All Levels', '2 hours', '2016-06-10T16:23:33Z']"
WordPress 2016 for Beginners : Build awesome websites!,20,2177,13,4 hours,"['510784', 'WordPress 2016 for Beginners : Build awesome websites!', 'https://www.udemy.com/build-your-own-wordpress-website-in-less-than-90-minutes/', 'TRUE', '20', '2177', '13', '43', 'All Levels', '4 hours', '2015-07-13T20:39:05Z']"
Learn to make websites with Google's Material Design Lite,20,1063,72,5.5 hours,"['551702', ""Learn to make websites with Google's Material Design Lite"", 'https://www.udemy.com/learn-googles-material-design-lite/', 'TRUE', '20', '1063', '72', '84', 'All Levels', '5.5 hours', '2015-07-20T17:23:16Z']"
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,35,1309,74,5 hours,"['311638', 'Joomla 3 : Develop a Professional Website in 3 Simple Steps!', 'https://www.udemy.com/develop-a-professional-hotel-website-using-joomla-3x/', 'TRUE', '35', '1309', '74', '43', 'All Levels', '5 hours', '2015-03-13T18:53:07Z']"
Complete Python Web Course: Build 8 Python Web Apps,110,7489,941,16 hours,"['631128', 'Complete Python Web Course: Build 8 Python Web Apps', 'https://www.udemy.com/the-complete-python-web-course-learn-by-building-8-apps/', 'TRUE', '110', '7489', '941', '173', 'All Levels', '16 hours', '2015-11-08T20:57:35Z']"
Web Design for Beginners: Real World Coding in HTML & CSS,100,9103,1724,9 hours,"['246154', 'Web Design for Beginners: Real World Coding in HTML & CSS', 'https://www.udemy.com/web-design-for-beginners-real-world-coding-in-html-css/', 'TRUE', '100', '9103', '1724', '58', 'All Levels', '9 hours', '2014-09-22T23:58:31Z']"
Ethereum Developer: Build A Decentralised Blockchain App,195,3169,527,3.5 hours,"['967058', 'Ethereum Developer: Build A Decentralised Blockchain App', 'https://www.udemy.com/ethereum-developer/', 'TRUE', '195', '3169', '527', '38', 'All Levels', '3.5 hours', '2016-09-26T17:50:36Z']"
The Complete Web Development Course -  Build 15 Projects,200,7501,1213,76.5 hours,"['548278', 'The Complete Web Development Course -  Build 15 Projects', 'https://www.udemy.com/complete-web-development-course/', 'TRUE', '200', '7501', '1213', '384', 'All Levels', '76.5 hours', '2015-11-09T22:01:02Z']"
Angular 2 + Rails 5 Bootcamp,150,1967,372,9 hours,"['1004134', 'Angular 2 + Rails 5 Bootcamp', 'https://www.udemy.com/angular-on-rails-course/', 'TRUE', '150', '1967', '372', '60', 'Intermediate Level', '9 hours', '2016-11-15T19:00:50Z']"
Javascript - From Beginner to Pro-Build real world JS apps,195,28694,688,11.5 hours,"['1025026', 'Javascript - From Beginner to Pro-Build real world JS apps', 'https://www.udemy.com/javascript-from-beginner-to-pro-best-course/', 'TRUE', '195', '28694', '688', '77', 'Beginner Level', '11.5 hours', '2016-12-11T21:16:42Z']"
Redux in Angular (2 and 4+),70,909,16,1.5 hours,"['1251786', 'Redux in Angular (2 and 4+)', 'https://www.udemy.com/redux-in-angular/', 'TRUE', '70', '909', '16', '13', 'Intermediate Level', '1.5 hours', '2017-06-23T00:54:11Z']"
The complete JavaScript developer: MEAN stack zero-to-hero,75,4820,983,11.5 hours,"['687466', 'The complete JavaScript developer: MEAN stack zero-to-hero', 'https://www.udemy.com/the-complete-javascript-developer-mean-stack-zero-to-hero/', 'TRUE', '75', '4820', '983', '53', 'All Levels', '11.5 hours', '2015-12-16T00:07:00Z']"
Running a Web Development Business: The Complete Guide,150,24575,525,19.5 hours,"['369662', 'Running a Web Development Business: The Complete Guide', 'https://www.udemy.com/the-complete-guide-to-running-a-web-development-business/', 'TRUE', '150', '24575', '525', '98', 'All Levels', '19.5 hours', '2015-08-26T19:25:06Z']"
Projects In JavaScript & JQuery,60,9109,620,9 hours,"['318638', 'Projects In JavaScript & JQuery', 'https://www.udemy.com/projects-in-javascript-jquery/', 'TRUE', '60', '9109', '620', '50', 'All Levels', '9 hours', '2014-10-16T09:56:39Z']"
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,50,18818,407,11 hours,"['231176', 'Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month', 'https://www.udemy.com/learn-to-build-beautiful-html5-and-css3-websites-in-1-month/', 'TRUE', '50', '18818', '407', '80', 'All Levels', '11 hours', '2014-06-03T08:48:34Z']"
"Full stack Universal React with Redux, Node js and MongoDB",195,1121,174,5 hours,"['1115348', 'Full stack Universal React with Redux, Node js and MongoDB', 'https://www.udemy.com/full-stack-universal-react-with-redux-express-and-mongodb/', 'TRUE', '195', '1121', '174', '62', 'Intermediate Level', '5 hours', '2017-05-08T21:59:53Z']"
Creating an MP3 Player with HTML5,20,14551,169,1.5 hours,"['34882', 'Creating an MP3 Player with HTML5', 'https://www.udemy.com/creating-an-mp3-player-with-html5/', 'TRUE', '20', '14551', '169', '14', 'All Levels', '1.5 hours', '2013-01-31T13:44:52Z']"
Be a Bootstrap Developer from scratch,100,5800,185,3.5 hours,"['537008', 'Be a Bootstrap Developer from scratch', 'https://www.udemy.com/be-a-bootstrap-developer-from-scratch/', 'TRUE', '100', '5800', '185', '32', 'Beginner Level', '3.5 hours', '2015-07-20T20:38:56Z']"
Create Your First Wordpress Site in Under an Hour,20,4867,128,1 hour,"['806020', 'Create Your First Wordpress Site in Under an Hour', 'https://www.udemy.com/how-to-install-wordpress-/', 'TRUE', '20', '4867', '128', '12', 'Beginner Level', '1 hour', '2016-03-30T00:41:00Z']"
Learn Coding as RF or Telecom Engineer - Build Real Program,25,1006,4,2 hours,"['1253650', 'Learn Coding as RF or Telecom Engineer - Build Real Program', 'https://www.udemy.com/learn-coding-as-rf-or-telecom-engineer-build-real-program/', 'TRUE', '25', '1006', '4', '8', 'Beginner Level', '2 hours', '2017-06-22T16:28:40Z']"
Creating FaceBook Design Using Bootstrap - Handson Project,80,4616,20,2 hours,"['1023070', 'Creating FaceBook Design Using Bootstrap - Handson Project', 'https://www.udemy.com/facebook-design-using-bootstrap/', 'TRUE', '80', '4616', '20', '19', 'All Levels', '2 hours', '2016-12-06T23:46:15Z']"
Building HTML5 Canvas projects from scratch,100,8968,35,2 hours,"['778226', 'Building HTML5 Canvas projects from scratch', 'https://www.udemy.com/building-html5-canvas-projects-from-scratch/', 'TRUE', '100', '8968', '35', '25', 'Beginner Level', '2 hours', '2016-03-03T20:36:35Z']"
Learn How To Become a Web Developer From Scratch,200,7062,72,11 hours,"['1217948', 'Learn How To Become a Web Developer From Scratch', 'https://www.udemy.com/learn-how-to-become-a-front-end-web-developer-from-scratch/', 'TRUE', '200', '7062', '72', '172', 'Beginner Level', '11 hours', '2017-05-28T19:38:52Z']"
"Earn Big Profits With Web Development, Simple and Easy!",90,3073,27,1.5 hours,"['1027276', 'Earn Big Profits With Web Development, Simple and Easy!', 'https://www.udemy.com/earn-big-profits-by-building-simple-and-easy-websites/', 'TRUE', '90', '3073', '27', '13', 'Beginner Level', '1.5 hours', '2017-01-18T22:48:53Z']"
BDD with Ruby on Rails using RSpec 3 and Capybara,175,2706,179,13 hours,"['531360', 'BDD with Ruby on Rails using RSpec 3 and Capybara', 'https://www.udemy.com/rubyonrails-bdd-rspec-capybara/', 'TRUE', '175', '2706', '179', '103', 'All Levels', '13 hours', '2015-08-14T16:48:51Z']"
Learn By Example: jQuery,50,1702,49,7 hours,"['958132', 'Learn By Example: jQuery', 'https://www.udemy.com/learn-by-example-jquery/', 'TRUE', '50', '1702', '49', '78', 'All Levels', '7 hours', '2016-09-19T21:27:18Z']"
Professional Python Web Development Using Flask,120,3420,489,14.5 hours,"['368340', 'Professional Python Web Development Using Flask', 'https://www.udemy.com/python-flask-course/', 'TRUE', '120', '3420', '489', '102', 'Beginner Level', '14.5 hours', '2015-03-04T00:10:36Z']"
JavaScript HTML CSS Project make a Quiz Tutorial,95,7130,39,2 hours,"['584786', 'JavaScript HTML CSS Project make a Quiz Tutorial', 'https://www.udemy.com/javascript-html-css-project-make-a-quiz-tutorial/', 'TRUE', '95', '7130', '39', '24', 'All Levels', '2 hours', '2015-08-18T18:37:17Z']"
Voiceover Audio Secrets - Your Way to Top Audio Quality,195,918,8,2.5 hours,"['584522', 'Voiceover Audio Secrets - Your Way to Top Audio Quality', 'https://www.udemy.com/professional-audio-recording-processing-for-course-creation/', 'TRUE', '195', '918', '8', '39', 'Beginner Level', '2.5 hours', '2015-11-11T18:11:55Z']"
jQuery UI In Depth,25,1520,21,10.5 hours,"['56259', 'jQuery UI In Depth', 'https://www.udemy.com/jquery-ui-in-depth/', 'TRUE', '25', '1520', '21', '52', 'All Levels', '10.5 hours', '2013-07-28T18:48:28Z']"
Codeless Website Development with Adobe Muse,50,461,67,3.5 hours,"['402508', 'Codeless Website Development with Adobe Muse', 'https://www.udemy.com/codeless-website-development-with-adobe-muse/', 'TRUE', '50', '461', '67', '46', 'All Levels', '3.5 hours', '2015-02-25T18:29:55Z']"
Learn To Build A Google Map App Using Angular 2,30,116,12,1 hour,"['1013380', 'Learn To Build A Google Map App Using Angular 2', 'https://www.udemy.com/learn-to-build-a-google-map-app-using-angular-2/', 'TRUE', '30', '116', '12', '7', 'Beginner Level', '1 hour', '2016-11-21T15:07:46Z']"
Learn Reactivex From Ground Up,40,207,32,5 hours,"['961996', 'Learn Reactivex From Ground Up', 'https://www.udemy.com/learn-reactivex-from-ground-up/', 'TRUE', '40', '207', '32', '32', 'Intermediate Level', '5 hours', '2016-09-22T14:56:51Z']"
